366,Drake,Flight's Booked,track,"Honestly, Nevermind",14,2022-06-17
367,Stellar,Stranger,track,Stranger,1,2022-09-02
368,Dreamville,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),track,D-Day: A Gangsta Grillz Mixtape,15,2022-03-31
369,Hailee Steinfeld,Coast (feat. Anderson .Paak),track,Coast,1,2022-07-29
370,Imagine Dragons,Sharks,track,Sharks,1,2022-06-24
371,Taylor Swift,High Infidelity,track,Midnights (3am Edition),20,2022-10-22
372,Orion Sun,intro,track,Getaway,6,2022-03-11
373,Chase McDaniel,Project,track,Project,1,2022-05-27
374,Kameron Marlowe,Giving You Up,track,We Were Cowboys,16,2022-08-26
375,PinkPantheress,Picture in My Mind,track,Picture in my mind,1,2022-08-10
376,Lizzo,2 Be Loved (Am I Ready),track,Special,12,2022-07-14
377,Burna Boy,Last Last,track,"Love, Damini",19,2022-07-06
378,TWICE,Talk that Talk,track,BETWEEN 1&2,7,2022-08-26
379,Tate McRae,don't come back,track,i used to think i could fly,13,2022-05-27
380,Taylor Swift,Karma,track,Midnights (3am Edition),20,2022-10-22
381,Sean Stemaly,Z71,track,Product Of A Small Town,14,2022-02-18
382,Rema,Calm Down,track,Calm Down,2,2022-02-10
383,mgk,pretty toxic revolver,track,lockdown sessions,3,2022-03-02
384,beabadoobee,Lovesong,track,Beatopia,14,2022-07-15
385,Florence + The Machine,Free,track,Dance Fever,14,2022-05-13
386,The 1975,Oh Caroline,track,Being Funny In A Foreign Language,11,2022-10-14
387,Drake,Middle of the Ocean,track,Her Loss,16,2022-11-04
388,Shakira,Te Felicito,track,Te Felicito,1,2022-04-21
389,mgk,make up sex (feat. blackbear),track,mainstream sellout,16,2022-03-25
390,ATEEZ,HALAZIA,track,SPIN OFF : FROM THE WITNESS,5,2022-12-30
391,Beyoncé,VIRGO'S GROOVE,track,RENAISSANCE,16,2022-07-29
392,Ado,Usseewa,track,Kyougen,14,2022-01-26
393,The Red Clay Strays,Moment of Truth,track,Moment of Truth,12,2022-04-29
394,salem ilese,Mad at Disney,track,(MORE) Unsponsored Content,15,2022-10-07
395,Beyoncé,COZY,track,RENAISSANCE,16,2022-07-29
396,Joji,Feeling Like The End,track,SMITHEREENS,9,2022-11-04
397,Ian Munsick,Cowboy Killer,track,Cowboy Killer,1,2022-02-25
398,Taylor Swift,Dear Reader,track,Midnights (3am Edition),20,2022-10-22
399,Vince Guaraldi,The Great Pumpkin Waltz,track,"It's The Great Pumpkin, Charlie Brown (Original Soundtrack Recording)",24,2022-08-26
400,Shakira,Monotonía,track,Monotonía,1,2022-10-19
401,Conner Smith,Take It Slow,track,Didn't Go Too Far (Behind The Songs),12,2022-01-14
402,SZA,Love Galore (Alt Version),track,Ctrl (Deluxe),21,2022-06-09
403,Diplo,Wish,track,Wish (Sped Up),3,2022-02-04
404,Benson Boone,Let Me Go,track,Walk Me Home...,8,2022-07-29
405,Charli xcx,Yuck,track,CRASH,12,2022-03-18
406,Bryan Martin,Beauty in the Struggle,track,Self Inflicted Scars,12,2022-04-29
407,Megan Thee Stallion,Plan B,track,Plan B,1,2022-04-22
408,Post Malone,Cooped Up (with Roddy Ricch),track,Twelve Carat Toothache,14,2022-06-03
409,Piso 21,Los Cachos,track,777,16,2022-10-13
410,SZA,Forgiveless (feat. Ol' Dirty Bastard),track,SOS,23,2022-12-09
411,Ethel Cain,Ptolemaea,track,Preacher’s Daughter,13,2022-05-12
412,JVKE,this is what heartbreak feels like,track,this is what heartbreak feels like (432Hz),3,2022-10-04
413,Sam Barber,As Time Passes,track,As Time Passes,1,2022-12-15
414,Imagine Dragons,Wrecked,track,Mercury - Acts 1 & 2,32,2022-07-01
415,Zach Top,I Don't Mind,track,Zach Top,8,2022-05-13
416,Tate McRae,what would you do?,track,i used to think i could fly,13,2022-05-27
417,Lainey Wilson,Smell Like Smoke,track,Bell Bottom Country,16,2022-11-28
418,Taylor Swift,Maroon,track,Midnights (3am Edition),20,2022-10-22
419,David Guetta,Satisfaction,track,Satisfaction,1,2022-08-12
420,MOTO BANDIT,DAYLIGHT DOOM,track,DAYLIGHT DOOM,1,2022-02-15
421,Nelly,Grillz,track,Still Hot In Herre,17,2022-10-14
422,Tokyo Tea Room,If You Love Her,track,If You Love Her,1,2022-11-09
423,Stray Kids,Charmer,track,ODDINARY,7,2022-03-18
424,SZA,Too Late,track,SOS,23,2022-12-09
425,Tate McRae,what's your problem?,track,i used to think i could fly,13,2022-05-27
426,Drake,Treacherous Twins,track,Her Loss,16,2022-11-04
427,Joji,YUKON (INTERLUDE),track,SMITHEREENS,9,2022-11-04
428,ROSALÍA,DESPECHÁ,track,DESPECHÁ,1,2022-07-28
429,Jackson Dean,Fearless,track,Greenbroke,10,2022-03-11
430,TOMORROW X TOGETHER,Good Boy Gone Bad,track,minisode 2: Thursday's Child,5,2022-05-09
431,ATEEZ,Guerrilla,track,THE WORLD EP.1 : MOVEMENT,7,2022-07-29
432,Sabrina Carpenter,Bad for Business,track,emails i can't send,13,2022-07-15
433,Taylor Swift,Glitch,track,Midnights (3am Edition),20,2022-10-22
434,Loud Luxury,These Nights,track,These Nights,1,2022-07-08
435,Ha*Ash,Supongo Que Lo Sabes,track,Haashtag,11,2022-09-02
436,Burna Boy,Last Last,track,"Love, Damini",19,2022-07-07
437,Omar Apollo,Endlessly,track,Ivory (Marfil),21,2022-08-12
438,Kid Cudi,The Prayer,track,A Kid Named Cudi,16,2022-07-15
439,Beyoncé,PURE/HONEY,track,RENAISSANCE,16,2022-07-29
440,Stand Atlantic,"deathwish (feat. nothing,nowhere.)",track,f.e.a.r.,14,2022-05-06
441,PinkPantheress,Take Me Home,track,Take me home,3,2022-12-16
442,VOILÀ,Therapy,track,Happy Never After,21,2022-10-07
443,Shwayze,Too Late (with Jared Watson of Dirty Heads),track,Shway SZN,12,2022-09-02
444,Stellar,Masquerade,track,Masquerade,1,2022-01-28
445,The Weeknd,How Do I Make You Love Me?,track,Dawn FM,16,2022-01-06
446,Noah Kahan,Halloween,track,Stick Season,14,2022-10-14
447,NMIXX,DICE,track,ENTWURF,4,2022-09-19
448,Bailey Zimmerman,House On Fire,track,Leave The Light On,9,2022-10-14
449,DaBaby,Neighborhood Superstar,track,BETTER THAN YOU,12,2022-03-04
450,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
451,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
452,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
453,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
454,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
455,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
456,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
457,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
458,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
459,Fireboy DML,Peru,track,Playboy,14,2022-08-04
460,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
461,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
462,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
463,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
464,Connor Price,Chatter,track,Chatter,1,2022-12-02
465,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
466,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
467,beabadoobee,10:36,track,Beatopia,14,2022-07-15
468,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
469,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
470,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
471,Conan Gray,Yours,track,Superache,12,2022-06-24
472,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
473,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
474,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
475,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
476,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
477,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
478,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
479,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
480,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
481,Kidd G,People Talk,track,People Talk,1,2022-04-15
482,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
483,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
484,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
485,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
486,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
487,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
488,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
489,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
490,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
491,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
492,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
493,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
494,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
495,Jung Kook,My You,track,My You,1,2022-06-13
496,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
497,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
498,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
499,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
0,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
1,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
2,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
3,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
4,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
5,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
6,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
7,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
8,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
9,Fireboy DML,Peru,track,Playboy,14,2022-08-04
10,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
11,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
12,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
13,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
14,Connor Price,Chatter,track,Chatter,1,2022-12-02
15,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
16,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
17,beabadoobee,10:36,track,Beatopia,14,2022-07-15
18,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
19,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
20,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
21,Conan Gray,Yours,track,Superache,12,2022-06-24
22,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
23,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
24,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
25,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
26,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
27,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
28,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
29,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
30,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
31,Kidd G,People Talk,track,People Talk,1,2022-04-15
32,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
33,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
34,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
35,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
36,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
37,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
38,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
39,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
40,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
41,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
42,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
43,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
44,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
45,Jung Kook,My You,track,My You,1,2022-06-13
46,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
47,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
48,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
49,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
50,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
51,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
52,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
53,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
54,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
55,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
56,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
57,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
58,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
59,Fireboy DML,Peru,track,Playboy,14,2022-08-04
60,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
61,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
62,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
63,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
64,Connor Price,Chatter,track,Chatter,1,2022-12-02
65,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
66,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
67,beabadoobee,10:36,track,Beatopia,14,2022-07-15
68,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
69,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
70,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
71,Conan Gray,Yours,track,Superache,12,2022-06-24
72,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
73,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
74,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
75,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
76,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
77,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
78,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
79,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
80,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
81,Kidd G,People Talk,track,People Talk,1,2022-04-15
82,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
83,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
84,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
85,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
86,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
87,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
88,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
89,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
90,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
91,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
92,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
93,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
94,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
95,Jung Kook,My You,track,My You,1,2022-06-13
96,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
97,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
98,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
99,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
100,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
101,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
102,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
103,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
104,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
105,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
106,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
107,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
108,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
109,Fireboy DML,Peru,track,Playboy,14,2022-08-04
110,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
111,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
112,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
113,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
114,Connor Price,Chatter,track,Chatter,1,2022-12-02
115,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
116,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
117,beabadoobee,10:36,track,Beatopia,14,2022-07-15
118,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
119,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
120,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
121,Conan Gray,Yours,track,Superache,12,2022-06-24
122,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
123,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
124,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
125,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
126,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
127,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
128,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
129,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
130,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
131,Kidd G,People Talk,track,People Talk,1,2022-04-15
132,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
133,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
134,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
135,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
136,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
137,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
138,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
139,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
140,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
141,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
142,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
143,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
144,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
145,Jung Kook,My You,track,My You,1,2022-06-13
146,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
147,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
148,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
149,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
150,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
151,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
152,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
153,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
154,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
155,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
156,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
157,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
158,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
159,Fireboy DML,Peru,track,Playboy,14,2022-08-04
160,Post Malone,Waiting For Never,track,Twelve Carat Toothache (Deluxe),16,2022-06-07
161,Drake,A Keeper,track,"Honestly, Nevermind",14,2022-06-17
162,Izzamuzzic,Shootout,track,Shootout,1,2022-06-30
163,Yuridia,¿Y Qué Tal Si Funciona?,track,Pa' Luego Es Tarde,14,2022-10-20
164,Connor Price,Chatter,track,Chatter,1,2022-12-02
165,Fujii Kaze,Matsuri,track,LOVE ALL SERVE ALL,11,2022-03-23
166,Tyga,Freaky Deaky,track,Freaky Deaky,1,2022-02-25
167,beabadoobee,10:36,track,Beatopia,14,2022-07-15
168,Josh Ross,First Taste of Gone,track,First Taste of Gone,1,2022-02-11
169,BLACKPINK,Shut Down,track,BORN PINK,8,2022-09-16
170,Rauw Alejandro,LOKERA,track,LOKERA,1,2022-07-25
171,Conan Gray,Yours,track,Superache,12,2022-06-24
172,Fireboy DML,Bandana,track,Playboy,14,2022-08-04
173,Oxlade,KU LO SA - A COLORS SHOW,track,KU LO SA - A COLORS SHOW,1,2022-06-10
174,Taylor Swift,Bejeweled,track,Midnights (3am Edition),20,2022-10-22
175,Río Roma,Tú Me Gustas,track,Tú Me Gustas,1,2022-03-04
176,Ashley Cooke,never til now,track,Already Drank That Beer,9,2022-04-01
177,Memphis May Fire,Make Believe,track,Make Believe,7,2022-02-18
178,Muscadine Bloodline,Dyin' For a Livin',track,Dispatch to 16th Ave.,9,2022-02-04
179,The Maine,Loved You A Little (with Taking Back Sunday and Charlotte Sands),track,Loved You A Little (with Taking Back Sunday and Charlotte Sands),1,2022-01-20
180,Tom Odell,Best Day Of My Life,track,Best Day of My Life,12,2022-10-28
181,Kidd G,People Talk,track,People Talk,1,2022-04-15
182,Cordae,Super,track,From a Birds Eye View,14,2022-01-14
183,Post Malone,Wasting Angels (with The Kid LAROI),track,Twelve Carat Toothache,14,2022-06-03
184,Stray Kids,"TASTE (Lee Know, Hyunjin, Felix)",track,MAXIDENT,8,2022-10-07
185,Beyoncé,MOVE (feat. Grace Jones & Tems),track,RENAISSANCE,16,2022-07-29
186,GRAHAM,Mad It's My Fault,track,Mad It's My Fault,1,2022-07-08
187,Chase Matthew,Can't Hide Love,track,Born for This,12,2022-02-11
188,Benson Boone,Work of Art,track,Walk Me Home...,8,2022-07-29
189,Dylan Schneider,Ain't Missin' You,track,Ain't Missin' You,1,2022-09-16
190,LE SSERAFIM,ANTIFRAGILE,track,ANTIFRAGILE,5,2022-10-17
191,Porter Robinson,Everything Goes On,track,Everything Goes On,1,2022-07-14
192,LE SSERAFIM,Good Parts (when the quality is bad but I am),track,ANTIFRAGILE,5,2022-10-17
193,Cults,Gilded Lily - Sped Up,track,Offering,13,2022-10-26
194,Punctual,Do It All Again,track,Do It All Again,1,2022-02-11
195,Jung Kook,My You,track,My You,1,2022-06-13
196,BLACKPINK,Pink Venom,track,Pink Venom,1,2022-08-19
197,Bette Midler,One Way or Another (Hocus Pocus 2 Version),track,Hocus Pocus 2 (Original Soundtrack),28,2022-09-30
198,Chase Matthew,Love You Again,track,Love You Again,1,2022-12-09
199,Lil Durk,Mad Max,track,Lil Durk Presents: Loyal Bros 2,23,2022-12-16
200,Taylor Swift,"You're On Your Own, Kid",track,Midnights (3am Edition),20,2022-10-22
201,The Lumineers,WHERE WE ARE,track,BRIGHTSIDE,9,2022-01-14
202,Ski Mask The Slump God,OOGA BOOGA!,track,OOGA BOOGA!,1,2022-10-25
203,MEDUZA,Bad Memories (feat. Elley Duhé & FAST BOY),track,Bad Memories (feat. Elley Duhé & FAST BOY),1,2022-07-22
204,Lady Gaga,Hold My Hand,track,"Hold My Hand (Music From The Motion Picture ""Top Gun: Maverick"")",1,2022-05-03
205,Big Thief,Change,track,Dragon New Warm Mountain I Believe In You,20,2022-02-11
206,d4vd,Dirty Secrets,track,Dirty Secrets,1,2022-04-27
207,ENHYPEN,Future Perfect (Pass the MIC),track,MANIFESTO : DAY 1,6,2022-07-04
208,Huey Mack,Carry Me Home (feat. Charles Wesley Godwin),track,The Cozy Bar,14,2022-10-21
209,Fireboy DML,Peru,track,Playboy,14,2022-08-04
