,genero_musica,artista,listeners,playcount,biografia,artistas_similares
87,latino,De La Ghetto,241332,2335121,"Rafael Castillo was born September 17 in New York. After residing in Seattle and Europe, his family decides to move to La Perla, Viejo San Juan, when he was a teenager. Son of a Puerto Rican mother and a Dominican father, who was killed when he was 6 months old, this young artist has gained the love of many fans due to the collaboration of many artists.  De La Ghetto gained his popularity when he first released his theme “Pégate” along with his <a href=""https://www.last.fm/music/De+La+Ghetto"">Read more on Last.fm</a>","['Arcángel', 'J Alvarez', 'Wisin & Yandel', 'Tony Dize']"
90,latino,Sebastian Yatra,501501,10808223,"Sebastián Obando Giraldo (born 15 October 1994), known professionally as Sebastián Yatra, is a Colombian singer and songwriter. He began as a Latin pop artist and has recorded many ballads, but has released several successful reggaeton singles. Yatra is noted for his romantic lyrics, melding traditional lyricism with modern reggaeton influences. He rose to prominence in Latin America in 2016 when he released the hit ""Traicionera"". He has released <a href=""https://www.last.fm/music/Sebastian+Yatra"">Read more on Last.fm</a>","['Piso 21', 'Manuel Turizo', 'Cali & El Dandee', 'Carlos Vives']"
91,latino,Émina,333,1371," <a href=""https://www.last.fm/music/%C3%89mina"">Read more on Last.fm</a>","['Lizbeth Roman', 'Sebastián .Otero', 'Andrea Cruz', 'Mima']"
97,latino,Nicole Zignago,13328,104164,"Nicole Zignago Moro (Lima, 27 de diciembre de 1995) es una cantante y compositora peruana.1​ <a href=""https://www.last.fm/music/Nicole+Zignago"">Read more on Last.fm</a>","['Milena Warthon', 'Paty B', 'Anna Carina', 'Malucci']"
98,latino,El Hijo de Borikén,344,9253," <a href=""https://www.last.fm/music/El+Hijo+de+Borik%C3%A9n"">Read more on Last.fm</a>","['Los Pleneros de la Cresta', 'PJ Sin Suela', 'Robertito Chong', 'Negro González']"
100,latino,Okan,1818,10559,"Taking their name from the word for heart in the Afro-Cuban religion of Santeria, OKAN, is a women-led ensemble that fuses Afro-Cuban roots with jazz, folk and global rhythms. OKAN is a JUNO award-winning contemporary Afro-Cuban roots and jazz ensemble. <a href=""https://www.last.fm/music/Okan"">Read more on Last.fm</a>","['Jane Bunnett', 'Yilian Cañizares', 'Balimaya Project', 'Munir Hossn']"
101,latino,Puya,40679,747466,"1. An alternative metal band from San Juan, Puerto Rico renouned for fusing contemporary metal with salsa, jazz, punk, Rock en Español, rap and traditional Latin influences. Puya was formed in 1988 originally with the name Whisker Biscuit by guitarist Ramón Ortíz (formerly with Mattador) together with bassist Harold Hopkins and drummer Eduardo Paniagua. Originally they devoted themselves to playing instrumental songs, and then covers in the San Juan music scene.  <a href=""https://www.last.fm/music/Puya"">Read more on Last.fm</a>","['Resorte', 'A.N.I.M.A.L.', '40 Below Summer', 'Stuck Mojo']"
103,latino,Dogos,945,6531," <a href=""https://www.last.fm/music/Dogos"">Read more on Last.fm</a>","['Las abejas', 'Epilogio', 'Labajura', 'Sebimor']"
106,latino,Sávila,6129,28830,"Savila is a medicinal plant that grows wild in tropical climates all over the world as well as the name of cumbia/latin/world/r&b inspired music and visual art project by guitarist Fabiola Reyna, vocalist Brisa Gonzalez and percussionist extraordinaire Papi Fimbres.

https://savila.bandcamp.com/ <a href=""https://www.last.fm/music/S%C3%A1vila"">Read more on Last.fm</a>","['Acid Coco', 'Don Couto', 'Rumbo Tumba', 'La Doña']"
111,latino,HYRA,43620,463164,"Nicaraguan-born and LA-based HYRA represents a culmination of varying influences. She finds her foundation in glossy pop, before branching deeper into its electronic and funk-based predecessors throughout the previous millennium. This melting pot of sonics is then stirred, shaken, and seasoned for the modern era, ensuring audiences of new and old will find their groove. <a href=""https://www.last.fm/music/HYRA"">Read more on Last.fm</a>","['RYL0', 'Kim Petras', 'Madison Rose', 'Nova May']"
113,latino,¿Téo?,419924,4941680,"Back with another stunning song is multi-talented artist ¿Téo?, making his 2020 entrance with the genre-fluid tune “UNI2”. Fresh from supporting Jaden and Willow Smith, ¿Téo?’s new track showcases raw talent and enticing vocals over a Latin-style trap beat. The multi-lingual artist showcases his love and appreciation for his international background with this hit, blending Spanish and English lyrics for a global vibe.

Having already had <a href=""https://www.last.fm/music/%C2%BFT%C3%A9o%3F"">Read more on Last.fm</a>","['Jaden', 'Wesley Joseph', 'PawPaw Rod', 'DUCKWRTH']"
114,latino,Davila 666,4857,45280,"


Get your panties wet. Dávila 666 <a href=""https://www.last.fm/music/+noredirect/Davila+666"">Read more on Last.fm</a>",[]
117,latino,Sebimor,2051,8703," <a href=""https://www.last.fm/music/Sebimor"">Read more on Last.fm</a>","['Epilogio', 'CHUWI', 'Chango Menas', 'Enyel C']"
118,latino,Roberto Fonseca,39023,350409,"Roberto Fonseca was born in City of Havana (Cuba) on the 29 of March of 1975 in a family of musical tradition. This young lady's man and talented pianista, composer, arreglista and professor of piano's inclination to music begun at age four  with his interest in percussion instruments like the battery.  At the age of eight years he begun to study piano in the school Guillermo Tomás where he graduates in the elementary level of basic piano.  At age twelve he begun to be interested in pop music <a href=""https://www.last.fm/music/Roberto+Fonseca"">Read more on Last.fm</a>","['Baptiste Trotignon', 'Harold López-Nussa', 'Avishai Cohen', 'Omar Sosa']"
119,latino,Yongolailan,792,3014," <a href=""https://www.last.fm/music/Yongolailan"">Read more on Last.fm</a>","['FIIN', 'Stym', 'Ru1sch', 'Bowsa']"
123,latino,Fofé y Los Fetiches,311,4562," <a href=""https://www.last.fm/music/Fof%C3%A9+y+Los+Fetiches"">Read more on Last.fm</a>","['Circo', 'Campo-Formio', 'Mima', 'Superaquello']"
124,latino,Chango Menas,4632,18910,"Chango Menas, es un proyecto musical creado por el artista puertorriqueño Xavier Rodríguez, cantante y creador de Los Convertibles e Indigo, dos de los grupos de rock más destacados en Puerto Rico. Luego de su partida de Puerto Rico a los EU en el 2016, comienza su nuevo proyecto, llamado Chango Menas.  <a href=""https://www.last.fm/music/Chango+Menas"">Read more on Last.fm</a>","['Sebimor', 'CHUWI', 'Enyel C', 'Ana Macho']"
126,latino,Zuaraz,20190,64102," <a href=""https://www.last.fm/music/Zuaraz"">Read more on Last.fm</a>","['Ezequiel Borra', 'Anthony Escandón', 'Olive Jones', 'Camila Pérez']"
128,latino,Skapulario,3015,26972," <a href=""https://www.last.fm/music/Skapulario"">Read more on Last.fm</a>","['Mister Jonson y Las Chicharras', 'La Mancha del Jardin', 'Superagente 86', 'ESKABECHE RIBER BAND']"
131,latino,Balún,25885,209153,"Brooklyn-based electronic indie band Balún self-identify as transnational. The quartet that broke out of the San Juan indie scene a decade ago has since undergone a formational odyssey through the industry, academia, and the stateside Puerto Rican experience. Balún’s long-awaited sophomore album Prisma Tropical focuses an incredibly wide field of genres and influences into a revelatory sound that evokes both of the band’s homes and the distance between them. <a href=""https://www.last.fm/music/+noredirect/Bal%C3%BAn"">Read more on Last.fm</a>","['Superaquello', 'Arturo en el Barco', 'El Medio', 'Los Wálters']"
132,latino,Nutopia,1167,9462,"With gypsy jazz in the luggage Michael S.Krumins and Sebastian Gruchot travelled to Tanzania in 2008 to try to find new ways to go with their music. The meeting with african musicians and a totally different musical tradition was the beginning of the band. By using elements from the european gypsy jazz and mix it with african folk music they quickly experienced an universal musical language. 

It was a great success and the whole band with Audun Ramo on double bass was later that year invited back to East-Africa <a href=""https://www.last.fm/music/Nutopia"">Read more on Last.fm</a>","['Dogos', 'Epilogio', 'Gjermund Larsen Trio', 'Seba Otero']"
133,latino,Prettiest Eyes,13993,101735,"Prettiest Eyes is an electronic garage punk trio from Los Angeles, featuring drummer/vocalist Pachy García, bassist Marcos Rodríguez, and keyboardist Paco Casanova. John Dwyer of Thee Oh Sees signed the band to his Castle Face label. The band's second album, Pools came out in 2017. Their third album, Volume 3, was released in June 2019. <a href=""https://www.last.fm/music/Prettiest+Eyes"">Read more on Last.fm</a>","['POW!', 'Warm Drag', 'Exit Group', 'Duds']"
137,latino,Alegría Rampante,558,6341," <a href=""https://www.last.fm/music/Alegr%C3%ADa+Rampante"">Read more on Last.fm</a>","['Campo-Formio', 'Labajura', 'Superaquello', 'Los Wálters']"
138,latino,Vivanativa,3280,24433,"Vivanativa, una palabra que apareció como mucho de lo que gira alrededor de ellos, por coincidencia, por el destino. Llegó a través de un amigo y se convirtió en una de las muchas palabras que les gusta usar en sus canciones, que más que tener un significado específico, encierran un sentimiento. ""Vivanativa nace de muchos anos de componer canciones juntos"", rememoran sus creadores Javier Hiram Gómez y Nabeel Abdulrahman, dos jóvenes que crecieron juntos en Quebradillas, un pueblito al norte de la ""Isla del Encanto"", Puerto Rico. <a href=""https://www.last.fm/music/Vivanativa"">Read more on Last.fm</a>","[""Sol D' Menta"", 'Fiel a La Vega', 'Ignacio Peña', 'Polbo']"
140,latino,Monttenegro,114,489," <a href=""https://www.last.fm/music/Monttenegro"">Read more on Last.fm</a>","['Telebit', 'MOÜGLI', 'Ságan', 'Pablo Trujillo']"
143,latino,San Cha,3038,17148,"San Cha is a singer-songwriter, based in the City of Angels, increasingly known for her visceral and explosive live performances. Her name, derived from the Spanish word sancha, which translates to ‘mistress’, is a mischievous reference to the title of ‘San’, given to male saints in the Catholic tradition.

Fans of cumbia and punk, bolero and electro, flock to see San Cha’s emotional renditions of traditional Mexican rancheras and original songs that queer conventions of identity, power and love. <a href=""https://www.last.fm/music/San+Cha"">Read more on Last.fm</a>","['Sávila', 'La Misa Negra', 'QUITAPENAS', 'Kumbia Queers']"
144,latino,Circo,17079,124637,"When the lead singer of El Manjar de los Dioses left the group, the Puerto Rico rock scene felt a void that we thought perhaps would never be filled.  We soon learn we were wrong.  Fofé (as he is known) formed Circo, with the drummer and keyboard player of his former group, and joined by the former bass player of Bayanga, and the former guitar player of Dosis.  They were not formed for long when their first CD was released ""No Todo Lo Que Es POP Es Bueno"" which gave them a latin grammy nomination. <a href=""https://www.last.fm/music/Circo"">Read more on Last.fm</a>","['Polbo', 'Fiel a La Vega', 'Black Guayaba', ""Sol D' Menta""]"
149,latino,Gale,17873,74127,"There are 3 artists  by this name:

1. GALE is a Puerto Rican alt pop artist based in Miami, FL signed to Sony Music Latin. Her debut album ""Lo Que No Te Dije""  released on May 12th, 2023.

2. Gale are a 4-piece doom, sludge, post-metal band from Phoenix, Arizona. They released their debut album titled ""Vol. 1"" in 2013 followed by a self-titled full length album in 2019. Both are available at https://gale.bandcamp.com.

Members: Brandon Tutty - guitar & vocals <a href=""https://www.last.fm/music/Gale"">Read more on Last.fm</a>","['Elena Rose', 'Danna Paola', 'Becky G', 'Mafalda Cardenal']"
151,latino,Pachyman,42089,312025,"As a young, university-trained musician looking to find his way in this tropical space, Pachy García (a/k/a Pachyman) became obsessed with old Jamaican dub records like the ones from King Tubby and Scientist and is determined to re-create the vibe in his own way. “The recordings of the early roots stuff really got to me, the raw-ness of the sound and how the distortion and the drive that come out of these recordings come out sounding like the root of the sound,” said García. <a href=""https://www.last.fm/music/Pachyman"">Read more on Last.fm</a>","['Keith Hudson', 'King Tubby', 'The Revolutionaries', 'Horace Andy']"
152,latino,Polaris,386111,14141466,"There are numerous bands named Polaris.
1. An alt metal/djent band from Australia
2. An indie rock band from the United States
3. A punk band from England
4. A rock band from Japan
5. A DJ and producer from France
6. An electronic project from Poland
7. a post-hardcore band from the United Kingdom
8. an indie rock band from Argentina
9. A power metal band from France
10. A techno band from Spain
11. A project of musician Neil Sutherland
12. A thrash metal band from Brazil <a href=""https://www.last.fm/music/Polaris"">Read more on Last.fm</a>","['Currents', 'Silent Planet', 'Alpha Wolf', 'Invent Animate']"
155,latino,Milos,11644,53349," <a href=""https://www.last.fm/music/Milos"">Read more on Last.fm</a>","['Franco Cangelli', 'Бондарчук', 'Мята', 'Dafluke']"
157,latino,Rubytates,19292,250220," <a href=""https://www.last.fm/music/Rubytates"">Read more on Last.fm</a>","['Technicolor Fabrics', 'Reyno', 'CLUBZ', 'Camilo Séptimo']"
158,latino,Seba Otero,831,3022," <a href=""https://www.last.fm/music/Seba+Otero"">Read more on Last.fm</a>","['CHUWI', 'Dogos', 'Gyanma', 'Chango Menas']"
159,latino,Cabra,4672,28184,"Alexander Arroyo, better known by his stage name Cabra, is a Guitar-playing artist & producer from New York who makes music from his bedroom studio.

He released his first official song ""Droptop Bebop, ACT I"" on January 4, 2020. <a href=""https://www.last.fm/music/Cabra"">Read more on Last.fm</a>","['Trending Tropics', 'Seba Otero', 'Mabiland', 'Los Rarxs']"
163,latino,Gina Chavez,3566,19539,"Gina Chavez brings an energy and honesty to the stage that can't be taught. Her music has Joss Stone soul with Sarah McLaughlin sweetness and clarity, Ani attitude and Baez depth. She is a musical paradox that's winning ears of fans all over the Live Music Capital and throughout Texas... <a href=""https://www.last.fm/music/Gina+Chavez"">Read more on Last.fm</a>","['A.B. Quintanilla III', 'Grupo Fantasma', 'Ben Blanchard', 'Brandon Ruck']"
165,latino,Ley Vara,5574,45941," <a href=""https://www.last.fm/music/Ley+Vara"">Read more on Last.fm</a>","['ziya', 'Kiyomi', 'Jay Isaiah', 'Nilo Blues']"
167,latino,Nikola,7434,60162,"Nikola (Никола) is a French-Montenegrin singer born in Besançon, France. He started creating music in 2021, and released his first album, ""Zeta, MNE"", in 2024 after a road trip through the Balkans to visit his family's country, Montenegro. Nikola combines rapping and urban beats with melancholic lyrics about his upbringing being torn into two different cultures, as well as different genres of music like Balkan ballads or Electrohouse. <a href=""https://www.last.fm/music/Nikola"">Read more on Last.fm</a>","['Letón Pé', 'The Doug', 'Saycet', 'Zélie']"
168,latino,Adri Torron,1000,2716," <a href=""https://www.last.fm/music/Adri+Torron"">Read more on Last.fm</a>","['Las Villa', 'Duina Del Mar', 'Samantha Sánchez', 'Aria Vega']"
169,latino,Ratas,386,5054,"1. Ratas is rock band from Finland.

Markku - Vocals, guitar
Jakke - Drums
Tomi - Bass

www.ratas.fi/
www.myspace.com/ratasyhtye <a href=""https://www.last.fm/music/Ratas"">Read more on Last.fm</a>","['Luomakunta', 'Kilinkellot', 'Kerho', 'Tapaboka']"
170,latino,JAVVI ELIAS,915,5061," <a href=""https://www.last.fm/music/JAVVI+ELIAS"">Read more on Last.fm</a>",[]
179,latino,B-Side Players,5397,42611,"The B-Side Players are part of a new movement in popular music, a band that honors the international cross-pollination that has always made music the universal language. They use any beat that catches their ear, regardless of geography or genre, to create a compelling, horn driven, polyrhythmic groove. “The root of all pop music is African,” says Karlos Paez, the band’s lead vocalist, trumpet player and founder. “Our sound acknowledges that fact. <a href=""https://www.last.fm/music/B-Side+Players"">Read more on Last.fm</a>","['Quinto Sol', 'Locos Por Juana', 'Lengualerta', 'Gomba Jahbari']"
180,latino,Polbo,2459,23597,"En 1998 Alberto y Jorge Colón estudiaban física en La Universidad de Puerto Rico en Humacao. Alberto pasaba más tiempo tocando guitarra en los pasillos que estudiando y a “El Loser” se le ocurrió montar una banda. Chelo tocaría batería, Alberto la guitarra, Jorge se creía que podía cantar, a el gran Ricardito le prestaron un bajo para que aprendiera y El Loser tocaría la segunda guitarra. Mary Joe propuso el nombre: POLBO. Una vez comenzamos a practicar tuvimos que sacar al El Loser y llegó Steven. <a href=""https://www.last.fm/music/Polbo"">Read more on Last.fm</a>","['Vivanativa', 'Superaquello', 'Ignacio Peña', ""Sol D' Menta""]"
181,latino,La Dame Blanche,14346,86087,"There are at least two artists known as La Dame Blanche: 

1) an Alternative/Progressiv Rock Band from Berlin, Germany.

2) Yaite Ramos Rodriguez, a Cuban percussionist, flautist and singer who mixes genres such as cumbria, dancehall, hip hop and reggae. <a href=""https://www.last.fm/music/La+Dame+Blanche"">Read more on Last.fm</a>","['Orishas', 'Celina y Reutilio', 'Danay Suárez', 'Orquesta Aragón']"
182,latino,Words Four Two,87,476," <a href=""https://www.last.fm/music/Words+Four+Two"">Read more on Last.fm</a>","['Vivanativa', 'Fiel a La Vega', 'Circo', 'Ignacio Peña']"
183,latino,Sofía Stainer,1432,17399,"Sofia Stainer, De Los Cabos, Baja California Sur, México.

Es cantautora, compositora e intérprete. Se formó en la música y en las letras de manera autodidacta. Después estudió Música y escritura creativa en Guadalajara para más adelante formar parte de la sociedad de autores y compositores de México. Sus influencias abarcan una amplia variedad de géneros que van desde el bossa-nova, el flamenco y otros ritmos latinos, hasta el jazz, el funk, el soul, música disco y la música electrónica. <a href=""https://www.last.fm/music/Sof%C3%ADa+Stainer"">Read more on Last.fm</a>","['Mvlditos Hombres', 'La Garfield', 'Aztro', 'María Centeno']"
184,latino,Qiensave,448,1332," <a href=""https://www.last.fm/music/Qiensave"">Read more on Last.fm</a>","['Tropa Magica', 'PLANETA POLAR', 'Dansli Parti', 'La Misa Negra']"
188,latino,Laura Guevara,2905,24547," <a href=""https://www.last.fm/music/Laura+Guevara"">Read more on Last.fm</a>","['Charliepapa', 'Boston Rex', 'Americania', 'Los Colores']"
191,latino,Red Tiger,190,638,"En el transcurso de sus seis años de formación, la banda de Hard Rock RED TIGER, compuesta por Red Latú, (voz & guitarra), Xavier “Peter” Figueroa, (batería & voz), Tiko Duran, (Bajo) y Moe Rodríguez, (guitarra), ha logrado llevar su música presentándose en prominentes eventos y establecimientos alrededor de la Isla tales como Arena Pier 10 (“opening” para la banda de rock estadounidense WHITE LION-2007), el Centro de Convenciones de Puerto Rico, Hard Rock Café, Sr. <a href=""https://www.last.fm/music/Red+Tiger"">Read more on Last.fm</a>","['Scarlet Rebels', 'Kañon', 'Blue M', 'hilo negro']"
192,latino,LA R,61,376," <a href=""https://www.last.fm/music/LA+R"">Read more on Last.fm</a>","['Los Pleneros de la 23 Abajo', 'Los Pleneros de la 21', 'Angel Luis Torruellas', 'Sheu']"
195,latino,Ocho Ojos,473,3392," <a href=""https://www.last.fm/music/Ocho+Ojos"">Read more on Last.fm</a>","['Thee Commons', 'la chamba', 'Money Chicha', 'Tropa Magica']"
203,latino,Onda Moderna,100,334," <a href=""https://www.last.fm/music/Onda+Moderna"">Read more on Last.fm</a>","['CHUWI', 'Seba Otero', 'Andrea Cruz', 'Lizbeth Roman']"
204,latino,Paraísos,334,1543," <a href=""https://www.last.fm/music/Para%C3%ADsos"">Read more on Last.fm</a>","['Cero39', 'Sinego', 'Tonga Conga', 'bleepolar']"
206,latino,Labajura,283,2527," <a href=""https://www.last.fm/music/Labajura"">Read more on Last.fm</a>","['Dogos', 'Los Wálters', 'Alegría Rampante', 'Epilogio']"
208,latino,Breezewood la Connecta,710,2830," <a href=""https://www.last.fm/music/Breezewood+la+Connecta"">Read more on Last.fm</a>",[]
210,latino,TIMØ,21835,496131," <a href=""https://www.last.fm/music/TIM%C3%98"">Read more on Last.fm</a>","['Morat', 'Mike Bahía', 'Reik', 'Piso 21']"
211,latino,Campo-Formio,1287,27774,"Campo-Formio es una agrupación musical de la isla de Puerto Rico. Sus miembros son Fernando Quintero (Guitarra/vox), Ricardo Perez (Bajo/vox) y Diego Bernal (Batería). Es una banda que aplasta las caras de sus espectadores con volúmenes altamente dañinos a los que nadie debería exponerse. Campo-Formio ha lanzado y autogestionado 4 producciones discograficas. Un E.P. titulado ""EP 28/11/2008"", ""AZ's"", vinilo de 10"" llamado ""Spooky Fools"" y otro vinilo de 7"" llamado Crackman. <a href=""https://www.last.fm/music/Campo-Formio"">Read more on Last.fm</a>","['Los Nervios', 'Superaquello', 'Dávila 666', 'Juventud Crasa']"
214,latino,Chris Jedi,129649,1675359," <a href=""https://www.last.fm/music/Chris+Jedi"">Read more on Last.fm</a>","['Dei V', 'Anuel AA', 'Nio Garcia', 'Sky Rompiendo']"
215,latino,Tainy,528615,20612898,"Marcos Efraín Masís Fernández (San Juan, 9 de agosto de 1989), conocido artísticamente como Tainy, es un productor musical, compositor y DJ puertorriqueño.1

Sobresalió en el género cooperando en la producción Mas Flow 2, a la edad de quince años, y posteriormente junto a Luny Tunes en el álbum Mas Flow: Los Benjamins a la edad de diecisiete.​ En una lista realizada por Billboard en 2021, fue incluido dentro de los mejores diez productores del siglo XXI. <a href=""https://www.last.fm/music/Tainy"">Read more on Last.fm</a>","['Alvaro Diaz', 'Jhayco', 'Mora', 'Bad Bunny']"
218,latino,Blessd,151632,3453999,"Talento y carisma hacen del cantante urbano antioqueño Stiven Mesa Londoño una de las futuras promesas de este género. Con tan solo 21 años y una carrera que empezó hace poco, este cantante, más conocido en el medio como BLESSD, no solo improvisa y canta, sino que también compone sus temas. <a href=""https://www.last.fm/music/Blessd"">Read more on Last.fm</a>","['Ryan Castro', 'Feid', 'Kevin Roldan', 'Ovy On The Drums']"
219,latino,Alex Sensation,83109,540053," <a href=""https://www.last.fm/music/Alex+Sensation"">Read more on Last.fm</a>","['Gente de Zona', 'Sebastian Yatra', 'Ovy On The Drums', 'ChocQuibTown']"
222,latino,Indigo,133044,1267709,"Indigo is a name that has been used many times. 
(1) Current UK dubstep/ambient/dub techno producer. 
(2) A German progressive rock band of the 70s and 80s. 
(3) An Austrian band of the 80s and 90s. 
(4) A Maltese pop/rock band of the 00s, fronted by Marvic Lewis. 
(5) Alternative Metal band from Uruguay. 
(6) UK Hi-NRG dance act. 
(7) USA indie hiphop artist.  
(8) USA Jazz band. 
(9) A rock band of PERU.  
(10) Late 90s USA IDM artist. 
(11) Russian alternative rock band.  <a href=""https://www.last.fm/music/Indigo"">Read more on Last.fm</a>","['Synkro', 'Bus', 'Musketeers', 'Mirrr']"
226,latino,The Spam Allstars,2730,20570,"DJ Le Spam & the Spam Allstars blend improvisational electronic elements and turntables with latin, funk, hip hop and dub to create a sound that is unique – an electronic descarga.  It's not a known genre.  It's hard to describe.  It attracts many types of people. But as we look out and see people dancing salsa, next to break-dancers, and festival-goers driving for hours to catch a show -- we know something very special is going on.

Spam Allstars are road warriors -- a touring band. <a href=""https://www.last.fm/music/The+Spam+Allstars"">Read more on Last.fm</a>","['Spam Allstars', 'Grupo Fantasma', 'The Funk Ark', 'Chico Mann']"
227,latino,La Mejor Música Electrónica,2745,20534," <a href=""https://www.last.fm/music/La+Mejor+M%C3%BAsica+Electr%C3%B3nica"">Read more on Last.fm</a>","['Fitness Dj', 'Gucx Music', 'Entrenamiento Fisico', 'DJ Zayn']"
231,latino,Boricua Boys,7731,37703," <a href=""https://www.last.fm/music/Boricua+Boys"">Read more on Last.fm</a>","['Sofia Reyes', 'Bebe', 'Alvaro Soler', 'Rosana']"
234,latino,Omaraga the G,5,9," <a href=""https://www.last.fm/music/Omaraga+the+G"">Read more on Last.fm</a>",[]
239,latino,Un.Real,1603,9230,"

Influences

My Bloody Valentine, Slowdive, Ride, Spectrum, Spiritualized, Stone Roses, The Veldt, The Jesus and Mary Chain, Love and Rockets, Mogwai, The Verve, Yo La Tengo, Seefeel, Flying Saucer Attack, Air, Soda Stereo, Caifanes, The Cure, Pink Floyd, Can.

Noisy-Shoegazing-Post Rocking-Psychedelic Pop

Biography

[Esp]
Un.Real (pronunciado en Castellano) es la Banda fundada originalmente por Gardy Perez en el legendario Longbranch en Aguadilla, Puerto Rico. <a href=""https://www.last.fm/music/+noredirect/Un.Real"">Read more on Last.fm</a>",[]
240,latino,The Flashers Brothers,9312,42633," <a href=""https://www.last.fm/music/The+Flashers+Brothers"">Read more on Last.fm</a>","['Lucky Sunrize', 'Las Kala', 'Boys Band Orchestra', 'DETHVEDA']"
242,latino,Jhayco,271470,9078777,"Jesús Manuel Nieves Cortez (born April 9, 1993), known professionally as Jhayco (formerly Jhay Cortez), is a Puerto Rican singer and rapper from Río Piedras, San Juan. After releasing multiple EPs, his debut studio album, Famouz, was released in 2019. The album contained features from J Balvin, Bad Bunny, Rafa Pabön, C. Tangana, Almighty, Tainy & Zion y Lennox. The album also contained his breakout songs No Me Conoce and No Me Conoce - Remix.
 <a href=""https://www.last.fm/music/Jhayco"">Read more on Last.fm</a>","['Mora', 'Myke Towers', 'Anuel AA', 'Feid']"
253,latino,NY Latino Chillout Café,246,1429," <a href=""https://www.last.fm/music/NY+Latino+Chillout+Caf%C3%A9"">Read more on Last.fm</a>","['NY Latino Dance Group', 'NY Latino Bar del Mar', 'Cuban Café Latin Club', 'Latino Dance Music Academy']"
259,latino,tropiezo,1627,34926,"Tropiezo has been a key project in the punk/hardcore movement in Puerto Rico since 1997. They have earned great respect in and outside this particular circuit by representing the core spirit of the Discos de Hoy project, and having helped the meeting and scene-sharing between local and outside bands. Their discography is of considerable size, including split-CDs with bands from North America, Europe and the Dominican Republic. Their songs are brief and to the point, creating a sense of euphoria in their live shows. <a href=""https://www.last.fm/music/tropiezo"">Read more on Last.fm</a>","['Un Final Fatal', 'La Armada Roja', 'Golpe Justo', 'Cojoba']"
260,latino,Lú Polanco,68,136," <a href=""https://www.last.fm/music/L%C3%BA+Polanco"">Read more on Last.fm</a>","['Riccie Oriach', 'Techy Fatule', 'Bocatabú', 'Covi Quintana']"
261,latino,Michelle,383256,5138463,"There are (at least) five female singers and two bands using the stage name 'Michelle':

1)  MICHELLE is a fresh musical collective hailing from New York City. Weaving in and out of R&B, Pop, Jazz and Indie sounds, the group of six pays homage to these genres through 70s inspired basslines, driving drum beats, plush synths and enticing vocals. Having recently celebrated their first year on the scene as an ensemble, MICHELLE is already solidifying itself as a strong current in a new wave of emerging NYC staples. <a href=""https://www.last.fm/music/Michelle"">Read more on Last.fm</a>","['Helene Fischer', 'Beatrice Egli', 'Marianne Rosenberg', 'Andrea Berg']"
263,latino,Como Las Movies,1392,4587," <a href=""https://www.last.fm/music/Como+Las+Movies"">Read more on Last.fm</a>","['Jackie Mendoza', 'Royaljag', 'Vortxz', 'TC Superstar']"
266,latino,La Muchacha,11571,138647,"Isabel Ramírez Ocampo, ""La Muchacha"", es una cantautora colombiana, nacida en la ciudad de Manizales. Su carrera profesional comenzó en 2018. Ha publicado tres discos: Polen (2018), Canciones crudas (2020) y Más canciones crudas (2021). <a href=""https://www.last.fm/music/La+Muchacha"">Read more on Last.fm</a>","['Nicolás y los Fumadores', 'Briela Ojeda', 'Lido Pimienta', 'Esteman']"
267,latino,Former Astronauts,1336,3871," <a href=""https://www.last.fm/music/Former+Astronauts"">Read more on Last.fm</a>","['Nva Orleans', 'Fabricio Algo', 'Barco de Tarsis', 'Pablo Malaurie']"
268,latino,SLVG,40352,286649," <a href=""https://www.last.fm/music/SLVG"">Read more on Last.fm</a>","['TUNDRAMANE', 'BEARDED LEGEND', '$krrt Cobain', 'Rhodamine']"
269,latino,Yibáro,419,1372,"Desde Puerto Rico, Yibáro es una banda que trae algo fresco a la escena del ""reggae roots"". Con fuertes influencias puertorriqueñas y afro-latinas en su música, Yibáro pone a bailar y a gozar a las masas. También experimentando con otros géneros como jazz, funk y rock, crean un sonido distintivo. De ahí su nombre, al igual que el Jíbaro surge del mestizaje, Yibáro surge de las mezcla del reggae roots con otros género musicales. ¡Disfruten de la experiencia del Yibareo! Bless! <a href=""https://www.last.fm/music/Yib%C3%A1ro"">Read more on Last.fm</a>","['PJ Sin Suela', 'Millo Torres Y El Tercer Planeta', 'Gomba Jahbari', 'Pirulo y la Tribu']"
273,latino,Poolpo,383,10411,"There are at least 2 artists that share the name of Poolpo:

1. Poolpo is a rock band (in essence) created at the end of the year 2006 in Santo Domingo, Dominican Republic, with the simple purpose of making music to satisfy the artistic needs of the band members. The band's name came from a dream that one of the members had, in which he imagined he was happily playing in a band by the name of Pulpo. Because the name Pulpo was already taken, the group decided to call itself Poolpo. <a href=""https://www.last.fm/music/Poolpo"">Read more on Last.fm</a>","['Pablo Cavallo', 'Toque Profundo', 'Nux', 'Bocatabú']"
