,Artista,Album,Cancion,Año Lanzamiento,Total tracks
407,Zion & Lennox,LATIN MUSIC 2024,Berlin,2024-09-12,50
408,Lasso,Top Latin Hits 2023,Ojos Marrones - Remix,2023-12-16,20
409,J Balvin,Reggaeton 2019,Ginza,2019-11-15,30
410,KAROL G,Pop Hits 2024 by Digster Pop,ME TENGO QUE IR,2024-09-01,61
411,iZaak,Latin Party 2024,Juqueando,2023-12-23,42
412,JHAYCO,Top Canciones LATAM,Cuerpecito,2023-09-01,30
413,Juanes,Mix: Pop Latino,Fuego,2023-11-17,30
414,Sano,Latino Body Music Vol. IV,No Seas Loca,2024-04-12,8
415,Blessd,Top Latino Hits,Mirame,2024-07-02,30
416,Chino & Nacho,Latin Summer 2024,Niña Bonita,2024-04-29,30
417,Young Miko,Mix: Las Más Sonadas del 2023,Riri,2023-10-13,30
418,LATIN HITS,The Hottest Latino Hits,Bailando,2018-04-13,17
419,Sofía Reyes,LATIN MUSIC 2024,Girls,2024-09-12,50
420,Sofía Reyes,LATINO MIX 2023,"1, 2, 3",2023-08-09,28
421,NY Latino Chillout Café,"Best of Latin Dance Party 2019 – Hot Tropical Rhythms for Latin Fiesta, Music for Dancing",Going Deeper in Latin Rhythms,2019-01-31,20
422,Feid,Temazos Latinos,X19X,2023-12-16,30
423,Jesse & Joy,Pop Latino 2024,Lo nuestro vale más,2024-07-12,50
424,KAROL G,Latino Hits 2022,BICHOTA,2022-09-01,48
425,Feid,Top Latin Viral Hits 2023,CHORRITO PA LAS ANIMAS,2023-12-16,20
426,J Balvin,Summer Latino 2022,Qué Más Pues?,2022-05-06,28
427,Cardi B,Años 2010,I Like It,2024-05-18,50
428,Maria Becerra,LATIN MUSIC 2024,CORAZÓN VACÍO,2024-09-12,50
429,Latino OB,My Dues,My Dues,2024-05-19,1
430,Chino & Nacho,Latin Summer 2024,Tú Me Quemas,2024-04-29,30
431,KAROL G,Éxitos Virales Latinos 2023,CAROLINA,2023-12-21,20
432,Saak,Best Of 2017 Latin,Callejón,2017-12-15,48
433,Universal Production Music,Latin Music Week 2023 Miami Celebración,Loca,2023-09-29,54
434,LATIN HITS,The Hottest Latino Hits,Obsesionado,2018-04-13,17
435,Marc Seguí,Hits Verano Mix 2024,Tiroteo - Remix,2024-08-14,28
436,Greeicy,Top Latin Hits 2019,Jacuzzi,2019-08-09,26
437,Zero,Ligeras y Perversas,H,2017-11-03,4
438,Roma,La Esperanza,Welcome To,2022-07-15,10
439,Jhay Cortez,TOP LATINO HITS,Ande con quien ande,2023-11-03,40
440,Justin Quiles,Música para Leo 2024,BOOM BOOM,2024-07-22,30
441,Diversos Artistas,Latin American Crossover,Latin Mix,2009-06-01,60
442,Brray,Top Latin Hits 2023,Corazón Roto - Remix,2023-12-16,20
443,Los Reggaetronics,"Latino Hits 2018 - The Very Best Latin & Reggaetón Music Ever! (Urbano, Salsa, Bachata, Merengue, Latin Dance, Kuduro, Fitness & Workout)",Ginza,2018-02-22,34
444,Ovy On The Drums,Latino Top Tracks,BELLAQUERIA,2024-08-23,35
445,Maná,Hits Latinos,Rayando el sol,2023-07-21,30
446,Danny Ocean,Hits 2022 - Today's Top Songs,Fuera del mercado,2022-05-27,29
447,The Latino Collective,"Top 100 Latin Hits Playlist - over 5 Hours of the Best Latino Anthems Ever! - Perfect for Parties, Bbq's, Beach & Holidays",Más Que Nada,2014-02-16,100
448,Latin Masters,Top 40 Latin Classics - All the Best Latino Hits You'll Ever Need !,Hot Hot Hot,2014-12-01,40
449,Lenny Tavárez,Top Latino Hits,EMPELOTICA,2024-07-02,30
450,Feid,Los Hits Latinos del 2021,SI TÚ SUPIERAS,2021-12-10,25
451,Kali Uchis,Éxitos Costa Rica 2023,Moonlight,2023-12-16,30
452,Gran Radio Riviera,0-800 HOY,Eloy,2023-03-10,15
453,KAROL G,Latino Hits 2022,Mi Cama,2022-09-01,48
454,Alegra,"Latino Hits 2018 - The Very Best Latin & Reggaetón Music Ever! (Urbano, Salsa, Bachata, Merengue, Latin Dance, Kuduro, Fitness & Workout)",Mi Nuevo Vicio,2018-02-22,34
455,La Mejor Música Electrónica,Exitos En Español Otoño 2024 (Electronica & Reggaeton),Candela Latina,2024-09-27,10
456,Feid,Top Hits Latinos 2023,A veces,2023-12-16,50
457,Alberto Dimeo,Miami Music Week,Caribbean Flow,2024-03-22,20
458,Leo Rizzi,Pop Latino 2024,ALGO ESPECIAL,2024-07-12,50
459,Sano,Latino Body Music Vol. IV,Comon Beibe,2024-04-12,8
460,J Balvin,Best of Perreo,Ginza,2021-05-14,37
461,Piso 21,Global Top Hits - Summer 2024,La misión,2024-06-12,70
462,Feid,Temazos y Hitazos: Latino,FRESH KERIAS,2023-08-11,40
463,Latin Masters,Top 40 Latin Classics - All the Best Latino Hits You'll Ever Need !,Chan Chan,2014-12-01,40
464,Sebastian Yatra,Latino Hits 2022,Traicionera,2022-09-01,48
465,J Balvin,Latino Viral Hits,Ginza,2023-05-04,20
466,Jesse & Joy,Latin Pop Hits,Aire,2023-07-07,35
467,Micro TDH,Mega Hits Latinos,NEGRO MATE,2024-01-30,30
468,Morat,Top Latin Songs 2022,París,2022-10-04,30
469,Danny Ocean,Awesome Top Chart Hits,Me Rehúso,2023-06-30,57
470,LIT killah,LATIN MUSIC 2024,LuXxX,2024-09-12,50
471,Anitta,Latin Hit Mix 2022,Envolver,2022-08-19,46
472,Danny Ocean,Today's Latin Songs,Brisa,2023-10-26,36
473,Feid,Hits 2023: Reggaetón,Niña Bonita,2023-11-10,25
474,Myke Towers,Top 100 Songs of 2024,ADIVINO,2024-07-27,100
475,Kali Uchis,Hits Automne 2022,NO HAY LEY,2022-09-29,22
476,Musica Latina,Popular Musica Latina,Musica (Restaurantes),2021-06-06,10
477,Sebastian Yatra,Latin Summer 2024,Alguien Robo,2024-04-29,30
478,KAROL G,Top Hits 2024,TQG,2024-09-01,70
479,Greeicy,Los Hits Latinos del 2021,Lejos Conmigo,2021-12-10,25
480,Los Reggaetronics,Top Latin Hits 2020,Taki Taki,2020-02-21,20
481,J Balvin,Best Hits Of 2022,LA CANCIÓN,2022-12-17,26
482,Marc Seguí,Pop Latino 2024,NO HABERTE CONOCIDO,2024-07-12,50
483,J Balvin,Muy latina,Ginza,2024-06-28,17
484,Latin Electronic Dance Music,Spanish Electronic Dance Music (Copyright Free),Baila Conmigo Festival,2024-04-05,20
485,Ray-X,Latin Pop 2020,Ritmo,2020-06-01,39
486,Mariah Angeliq,Latino Hits 2022,Perreito,2022-09-01,48
487,Luis Fonsi,Latino Hits 2022,Imposible,2022-09-01,48
488,J Balvin,Crosover Colombia,Ginza,2020-10-02,26
489,Cafe Latino Dance Club,"15 Best Latin Songs: Spanish Guitar Music for Dancing – Salsa, Bachata, Mambo, Cumbia, Cha Cha, Pachanga, Total Relaxation, Fitness Centre Music, Latin Dance Club","Son Montuno, Latin American Music",2017-03-01,15
490,Myke Towers,50 BEST POP SONGS 2024,ADIVINO,2024-09-04,50
491,Luis Fonsi,Latino Summer Hits 2022,Dolce,2022-05-26,34
492,Maria Becerra,Top Latino Hits,IMAN (Two Of Us),2024-07-02,30
493,KAROL G,Los Hits Latinos del 2021,200 COPAS,2021-12-10,25
494,KEVIN ROLDAN,Latino Hits 2022,PPP,2022-09-01,48
495,Feid,HOLA 2024,CLASSY 101,2023-12-22,28
496,Pablo Eskobear,Pool Parties,Lavish Latinas,2021-09-14,5
497,Juanes,Latino Hits 2022,Fuego,2022-09-01,48
498,Latin Masters,Top 40 Latin Classics - All the Best Latino Hits You'll Ever Need !,Sway,2014-12-01,40
499,Jerry Di,Música Alegre Actual,Mi Cuarto,2022-01-21,36
500,Bad Bunny,nadie sabe lo que va a pasar mañana,PERRO NEGRO,2023-10-13,22
501,Myke Towers,LA VIDA ES UNA,LALA,2023-03-23,23
502,Rauw Alejandro,SATURNO,LOKERA,2023-01-24,18
503,Tainy,DATA,MOJABI GHOST,2023-06-29,20
504,Tainy,DATA,Lo Siento BB:/,2023-06-29,20
505,Alvaro Diaz,SAYONARA,BYAK,2024-05-17,20
506,Shakira,Las Mujeres Ya No Lloran,Monotonía,2024-03-22,17
507,Becky G,Arranca (feat. Omega),Arranca (feat. Omega),2023-03-10,1
508,J Balvin,Gaga,Gaga,2024-07-11,1
509,iZaak,LUNA,LUNA,2024-08-16,1
510,J Balvin,Rayo,Gaga,2024-08-09,15
511,Rauw Alejandro,SATURNO,GATAS,2023-01-24,18
512,Alvaro Diaz,BYAK,BYAK,2024-03-29,1
513,Feid,Niña Bonita,Niña Bonita,2023-04-21,1
514,Kali Uchis,ORQUÍDEAS,Perdiste,2024-01-12,14
515,¿Téo?,¡BANG BANG!,DURO,2024-07-26,2
516,Feid,LUNA,LUNA,2024-03-01,1
517,Sweet Lizzy Project,High,High,2024-07-19,1
518,Luna Luna,Si Una Vez,Si Una Vez,2023-10-27,1
519,Shakira,Puntería,Puntería,2024-03-21,1
520,¿Téo?,¡BANG BANG!,o my god.,2024-07-26,2
521,Lunar Vacation,Fantasy,Fantasy,2024-09-04,4
522,Myke Towers,LVEU: VIVE LA TUYA...NO LA MIA,LALA,2023-09-18,23
523,Mima,Bachaqué,Bachaqué,2023-11-19,1
524,Chuwi,Tierra,Mundi,2024-03-23,5
525,¿Téo?,Luna,A Mi Cama,2023-08-18,12
526,Gizmo Varillas,Under the Weight,Under the Weight,2024-10-11,7
527,Ozuna,Afro,Curarme El Alma,2023-05-26,7
528,HYRA,Fi2Fi,Fi2Fi,2024-05-24,3
529,Elsa y Elmar,PALACIO,VISTO,2024-08-29,12
530,Ozuna,Cosmo,La 65,2023-11-17,15
531,Rodrigo Solo,EGO,Roma,2024-05-24,8
532,Sofía Reyes,Latino Hits 2024,COBARDE,2024-03-16,44
533,TOLEDO,Lindo Lindo,Lindo Lindo,2024-01-18,2
534,Nacho,Miami,Miami,2024-07-25,1
535,Danny Ocean,Latino Hits 2024,AMOR,2024-03-16,44
536,Rae Khalil,CRYBABY,CRYBABY,2024-07-12,1
537,Twin Seas,LUNA,LUNA,2024-05-14,2
538,Ramona,Los Himnos del Amor,Bonita,2024-04-12,28
539,Danny Ocean,Latino Hits 2024,Brisa,2024-03-16,44
540,Mitú,Astra,Nene,2023-04-26,10
541,Lido Pimienta,He Venido al Mar,He Venido al Mar - short mix,2024-05-14,2
542,Okan,Okantomi,Okantomi,2023-11-08,9
543,Sofía Reyes,Latino Hits 2024,tqum,2024-03-16,44
544,Myke Towers,pop songs 2024,ADIVINO,2024-05-18,45
545,Mayani Swave,12345678,12345678,2024-07-07,1
546,Black Guayaba,La Fábrica de Sueños,Vámono',2024-05-24,7
547,SOG,Latino Hits 2024,Pórtate mal,2024-03-16,44
548,La Doña,Confesiones,Confesiones,2024-08-02,1
549,Bebo Dumont,SINSE,SINSE,2024-05-31,1
550,Bebo Dumont,Ninguna,Ninguna,2023-11-22,1
551,Ximena Sariñana,Latino Hits 2024,¿Qué tiene?,2024-03-16,44
552,Mabe Fratti,Sentir Que No Sabes,Quieras o no,2024-06-28,13
553,Lenny Tavárez,Latino Hits 2024,EMPELOTICA,2024-03-16,44
554,Skillbea,Ángel joven,A/B,2024-04-26,14
555,Black Guayaba,La Fábrica de Sueños,Nadie,2024-05-24,7
556,Los Inconformes,Culpa,Culpa,2023-10-31,1
557,Jarina De Marco,Caribbean All-Inclusive Luxury,Eléctrico,2023-09-05,9
558,iZaak,iZaak Éxitos,LUNA,2024-10-04,5
559,Black Guayaba,La Fábrica de Sueños,Cielo,2024-05-24,7
560,Marc Seguí,Lo mejor del pop,Tiroteo - Remix,2024-03-13,36
561,Hermes Croatto,A Tinti,A Tinti,2023-01-26,1
562,Yandel,Latino Hits 2024,Borracho y loco,2024-03-16,44
563,The Grinns,CHIA,CHIA,2024-08-09,4
564,Cardi B,Latino Hits 2024,I Like It,2024-03-16,44
565,Young Miko,Mix: Lo Mejor de la Música Latina 2023,Lisa,2023-10-20,30
566,Yng Lvcas,Latino Hits 2024,Wazap,2024-03-16,44
567,Mario Bautista,Latino Hits 2024,Anónimo,2024-03-16,44
568,Elena Rose,Latino Hits 2024,Disculpa amiga,2024-03-16,44
569,Tiago PZK,LATIN MUSIC 2024,Alegría,2024-09-12,50
570,Calma Carmona,Where did you go?,Where did you go?,2024-07-26,1
571,Lp Certified,Latina Lover,Latina Lover,2024-07-04,1
572,DannyLux,Latino Hits 2024,HOUSE OF LUX,2024-03-16,44
573,Beéle,Lo Más Escuchado del 2023,Guaro,2023-12-14,5
574,Mula,Mar,Mar,2024-09-27,1
575,Quevedo,Latino Hits 2024,Playa del inglés,2024-03-16,44
576,Maria Becerra,Latino Hits 2024,Piscina,2024-03-16,44
577,Dogos,"Órbitas, Estrellas y Amantes Fugaces","Órbitas, Estrellas y Amantes Fugaces",2024-07-19,1
578,Danny Polo,Gundam,Gundam,2024-03-15,1
579,KAROL G,Today's Top Latin Hits,QLONA,2023-10-10,25
580,LatinaSpot,LatinaSpot,Latina Spots - Radio Edit,2024-05-20,2
581,Labajura,Terrazza,Terrazza,2024-08-29,1
582,Mitú,Astra,Astra,2023-04-26,10
583,Mint Field,Aprender a Ser: Extended,Ve hacia la ventana,2024-08-30,7
584,Myke Towers,Today's Hits 2024,ADIVINO,2024-08-14,29
585,Mitú,Astra,Yodo,2023-04-26,10
586,Mint Field,Sensibilidad dormida,Sensibilidad dormida,2024-07-24,3
587,Puya,POTENCIAL,Potencial,2024-05-24,8
588,Piso 21,Latino Hits 2024,Sueltas,2024-03-16,44
589,KAROL G,Top Latin Hits 2023,MI EX TENÍA RAZÓN,2023-12-16,20
590,El Hijo de Borikén,Por el compromiso de mi aporte,No me comprometo,2024-04-15,7
591,iZaak,Top Hits Latinos 2023,Juqueando,2023-12-16,50
592,Elsa y Elmar,Ké MaL,VISTO,2024-07-26,4
593,Myke Towers,Best Hits 2024 - Popular Songs - Top Music,ADIVINO,2024-05-29,50
594,Anitta,Latino Hits 2024,El que espera,2024-03-16,44
595,Marc Seguí,Viva Latinos,Tiroteo - Remix,2023-10-03,34
596,Bacilos,Latino Hits 2024,Caraluna,2024-03-16,44
597,Moisesreyesrd,The right path 2,reggaeton Latino,2024-10-10,10
598,Salomón Beda,Origami,Origami,2024-06-21,1
599,LAGOS,Latino Hits 2024,Blanco y negro,2024-03-16,44
600,Piso 21,Latino Hits 2024,Sueltas,2024-03-16,44
601,KAROL G,Top Latin Hits 2023,MI EX TENÍA RAZÓN,2023-12-16,20
602,Mint Field,Aprender a Ser,El Suspiro Cambia Todo,2023-10-27,10
603,iZaak,Top Hits Latinos 2023,Juqueando,2023-12-16,50
604,REYNA,Mexico,Mexico,2024-08-16,1
605,Myke Towers,Best Hits 2024 - Popular Songs - Top Music,ADIVINO,2024-05-29,50
606,Anitta,Latino Hits 2024,El que espera,2024-03-16,44
607,Marc Seguí,Viva Latinos,Tiroteo - Remix,2023-10-03,34
608,BluNites,Diabla,Diabla,2024-07-01,1
609,Bacilos,Latino Hits 2024,Caraluna,2024-03-16,44
610,LAGOS,Latino Hits 2024,Blanco y negro,2024-03-16,44
611,Belinda,Latino Hits 2024,Cactus,2024-03-16,44
612,Yng Lvcas,Latino Hits 2024,La bebe - Remix,2024-03-16,44
613,Mitú,Nene,Nene,2023-02-22,1
614,Sebastian Yatra,Mix: Lo Mejor de la Música Latina 2023,VAGABUNDO,2023-10-20,30
615,Yng Lvcas,Latino Hits 2024,Diviértete,2024-03-16,44
616,Okan,Okantomi,Guerrero,2023-11-08,9
617,Mint Field,Aprender a Ser: Extended,Latido,2024-08-30,7
618,Feid,Top Latin Hits 2023,FERXXO 30,2023-12-16,20
619,Cozy,En Alta,Ya Lo Se,2023-08-18,10
620,Alvaro Diaz,Mix: Lo Mejor de la Música Latina 2023,YOKO,2023-10-20,30
621,Riccie Oriach,Arregoso Vaya y Sea,Arregoso Vaya y Sea,2023-12-08,1
622,Mint Field,Ve hacia la ventana,Ve hacia la ventana,2024-05-29,1
623,Zion & Lennox,Mega Hits Latinos,Otra vez,2024-01-30,30
624,Mayani Swave,Playlist (Spanish Remix),Playlist (Spanish Remix),2024-01-22,1
625,Tiago PZK,Latino Hits 2024,Me enteré,2024-03-16,44
626,Justin Quiles,Latino Hits 2024,Faldas y Gistros,2024-03-16,44
627,Sr. Langosta,Codex Oblongata,Nepla,2024-10-04,7
628,Mint Field,Aprender a Ser,Sueño Despierto,2023-10-27,10
629,Mint Field,Aprender a Ser,Orquídea,2023-10-27,10
630,Polaris,Suave,Suã-v,2024-02-08,1
631,Paulo Londra,Latino Hits 2024,Adan y Eva,2024-03-16,44
632,Kali Uchis,Mix: Las Más Sonadas del 2023,Moonlight,2023-10-13,30
633,Sr. Langosta,Codex Oblongata,Psicopompo,2024-10-04,7
634,SAN CHA,Gay,Gay,2024-06-10,1
635,Justin Quiles,Latino Hits 2024,Whiskey y coco,2024-03-16,44
636,Sebastian Yatra,Top Canciones LATAM,VAGABUNDO,2023-09-01,30
637,Jarina De Marco,Monumento,Monumento,2023-11-14,1
638,Nutopia,Otro Tiempo,Otro Tiempo,2023-02-22,1
639,Glass Collective,De los 2,De los 2,2024-05-16,1
640,Kaida,Musica Latina,Musica Latina - Radio Edit,2024-03-20,2
641,Sr. Langosta,Codex Oblongata,Vade Mecum,2024-10-04,7
642,Ovy On The Drums,Latino Hits 2024,GANGSTER (PQFNEDG),2024-03-16,44
643,Tayko,Ecolocalización,Bunta,2023-09-08,15
644,Bad Bondy,Rap latino,Rap latino,2024-07-11,1
645,Sebimor,Huella,Huella,2023-10-06,1
646,Feid,Mix: Lo Mejor de la Música Latina 2023,Niña Bonita,2023-10-20,30
647,Maria Becerra,Latino Hits 2024,PRIMER AVISO,2024-03-16,44
648,KAROL G,Mix: Lo Mejor de la Música Latina 2023,TQG,2023-10-20,30
649,Mitú,Astra,En Todas Partes,2023-04-26,10
650,Fusion Latina,The Latin Music Hub 2023,The Latin Music Hub 2023,2023-07-28,1
651,Bad Bondy,jazzz latino,jazzz latino,2024-07-17,1
652,De La Ghetto,Latino Hits 2024,La fórmula,2024-03-16,44
653,Gustavo Voz Perdida,"Latino Caliente 2024 - 24 Reggaeton, Latin Pop and Latin House Smash Hits",MILFA,2024-09-13,24
654,Mitú,Astra,Ilumina,2023-04-26,10
655,Myke Towers,Hits 2024 Today's Hot Hits,ADIVINO,2024-08-27,40
656,Alan Gomez,Latino Hits 2024,Micro TDH | Mission 14,2024-03-16,44
657,Kim Loaiza,Latino Hits 2024,Mal hombre,2024-03-16,44
658,Feid,Hits del 2023,CLASSY 101,2023-12-22,25
659,Dogos,Una Vez,Una Vez,2023-04-24,1
660,Bobui,Ikaro,Ikaro,2024-08-23,1
661,Mitú,Astra,Diamante,2023-04-26,10
662,Rubytates,Salida,Salida,2023-08-25,10
663,Feid,Mix: Lo Mejor de la Música Latina 2023,ROMÁNTICOS DE LUNES,2023-10-20,30
664,Sr. Langosta,Codex Oblongata,Eximia Inquinata,2024-10-04,7
665,Pahua,Habita,Caña Brava,2023-11-10,12
666,Elsa y Elmar,VISTO,palacio <3,2024-06-07,3
667,Myke Towers,music 2024,ADIVINO,2024-05-15,50
668,Beret,Latino Hits 2024,Si no fuera por ti,2024-03-16,44
669,Warmth,Reflector,Reflector - Reflection,2024-07-12,3
670,HYRA,About Us,The Invitation,2024-06-28,6
671,Tiago PZK,Latino Hits 2024,ASQUEROSO,2024-03-16,44
672,Feid,Hits 2023: Reggaetón,BUBALU,2023-11-10,25
673,Monttenegro,Happiness,Happiness,2024-04-25,1
674,Cabra,MARTÍNEZ,Tiro Pa' Lante,2023-05-26,8
675,Almas Band,Cada Dia - Reimagined,Cada Dia - Reimagined,2024-10-07,1
676,Feid,Today's Top Latin Hits,BUBALU,2023-10-10,25
677,Omar Rodríguez-López,Is It The Clouds?,Rat Pain,2024-01-19,10
678,Adri Torron,Verano Rosé,Verano Rosé,2023-06-30,5
679,JHAYCO,Mix: Lo Mejor de la Música Latina 2023,Holanda,2023-10-20,30
680,Danny Ocean,Top Latino Hits,AMOR,2024-07-02,30
681,Arema Arega,Dreamland,Dreamland,2024-09-27,4
682,KAROL G,Today's Top Latin Hits,PROVENZA,2023-10-10,25
683,Kali Uchis,Vive El Verano 2024,Muñekita,2024-05-31,59
684,Laura Guevara,Fantasma,Fantasma,2024-10-04,1
685,Point Decster,aparente,aparente,2024-08-16,1
686,Gizmo Varillas,Under the Weight,Desde el Otro Lado,2024-10-11,7
687,Kali Uchis,Hits del 2023,Fantasy,2023-12-22,25
688,Barrio Lindo,Zorse,Zorse,2024-08-16,1
689,Nortec Collective,Latin 00s,Tijuana bass,2024-07-19,25
690,Kali Uchis,Top Reggaeton Y Perreo,No Hay Ley Parte 2,2024-07-19,33
691,Sebastian Yatra,Top Latin Hits 2023,Energía Bacana,2023-12-16,20
692,J Balvin,Today's Top Latin Hits,Dientes,2023-10-10,25
693,Sr. Langosta,Codex Oblongata,Poslúdico,2024-10-04,7
694,Mint Field,Una flor sin interior,Una flor sin interior,2024-06-26,2
695,Barbaro el Urbano Vargas,Me Escribo,Me Escribo,2023-12-15,1
696,Mitú,Yodo,Yodo,2023-03-15,1
697,Feid,Hits 2023: Reggaetón,CLASSY 101,2023-11-10,25
698,Red Tiger,Die Another Day,Die Another Day,2024-07-26,1
699,Feid,Mix: Lo Mejor de la Música Latina 2023,CHORRITO PA LAS ANIMAS,2023-10-20,30
700,ACTY,Escena Nacional,Escena Nacional,2024-09-27,1
701,Jarina De Marco,Caribbean All-Inclusive Luxury,Fuego Lento,2023-09-05,9
702,Will Kano,Latina,Latina,2024-01-26,1
703,Dinner Time,Cuídate,Cuídate,2023-10-27,1
704,Balún,Olas y Arenas,Olas y Arenas,2023-04-12,1
705,Adri Torron,Despreocupada,Despreocupada,2023-11-10,2
706,Lenny Tavárez,Latino Hits 2024,La pared 720,2024-03-16,44
707,Sofía Reyes,Pop Latino 2024,El 100,2024-07-12,50
708,Reyna Tropical,Conexión Ancestral,Conocerla,2024-03-12,3
709,Adri Torron,Coming Home,Coming Home,2024-04-19,1
710,Bella Poarch,Latino Hits 2024,Bad Boy! - feat. Kenia OS,2024-03-16,44
711,El Hijo de Borikén,Hoy es un buen día,Hoy es un buen día,2023-07-11,1
712,Niña ,Limbo,Limbo,2024-10-04,1
713,Feid,Top Latin Hits 2023,BUBALU,2023-12-16,20
714,Gizmo Varillas,Under the Weight,Ojos Nuevos,2024-10-11,7
715,El Hijo de Borikén,Emilito Castao (Instrumentales),NLMAE,2023-01-22,11
716,Mint Field,Sensibilidad dormida,Ve hacia la ventana,2024-07-24,3
717,Feid,Today's Top Latin Hits,VENTE CONMIGO,2023-10-10,25
718,Mitú,DANZAAA,AYY,2024-03-20,11
719,Fuego,Metro,Metro,2023-06-29,1
720,Kali Uchis,Pop Workout by Digster Pop,Labios Mordidos,2024-07-25,44
721,Sebastian Yatra,Top Latin Viral Hits 2023,VAGABUNDO,2023-12-16,20
722,Adri Torron,NASA,NASA,2024-07-19,1
723,É Arenas,LA,Takis,2023-06-30,2
724,Suite Paranoia,Calma,Calma,2024-09-13,1
725,Joaquina,Top Latin Hits 2023,quise quererte,2023-12-16,20
726,unÁnima,Verte llegar,Verte llegar,2023-03-17,1
727,Ganges,SORA,No,2024-10-11,10
728,Feid,Top Latin Hits 2023,CLASSY 101,2023-12-16,20
729,Marc Seguí,LATIN MUSIC 2024,Tiroteo - Remix,2024-09-12,50
730,Katrina,No Siento (nada),Ghosts,2024-08-23,6
731,Feid,Today's Top Latin Hits,CLASSY 101,2023-10-10,25
732,Knavery,937,937,2024-01-26,1
733,Sebastian Yatra,Today's Top Latin Hits,VAGABUNDO,2023-10-10,25
734,Samana,SAMANA,Seven Years,2024-05-24,9
735,Milos,La Expectativa,La Expectativa,2024-08-23,1
736,KAROL G,Mix: Lo Mejor de la Música Latina 2023,MIENTRAS ME CURO DEL CORA,2023-10-20,30
737,La Perversa,Reggaeton 2024 - Los Hits Del Regueton,EA,2023-12-04,13
738,Sebastian Yatra,Today's Top Latin Hits,Energía Bacana,2023-10-10,25
739,Mitú,DANZAAA,LOMA,2024-03-20,11
740,Sebastian Yatra,Top Latin Hits 2023,VAGABUNDO,2023-12-16,20
741,JHAYCO,Top Latin Hits 2023,Ex-Special,2023-12-16,20
742,Marc Seguí,TOP DE VERANO 2024,Tiroteo - Remix,2024-01-19,51
743,Katrina,No Siento (nada),No Siento (nada),2024-08-23,6
744,JHAYCO,Today's Top Latin Hits,Holanda,2023-10-10,25
745,Mitú,DANZAAA,JAA,2024-03-20,11
746,Turista,La Nueva Esquina,La Última,2023-05-30,8
747,Ela Taubert,Today's Top Latin Hits,¿Y Si Eras Tú?,2023-10-10,25
748,Myke Towers,New Music 2024,ADIVINO,2024-06-29,60
749,KAROL G,Today's Top Latin Hits,TQG,2023-10-10,25
750,Pau Laggies,Club 614,Club 614,2024-06-13,13
751,Alvaro Diaz,The Highlights: Reggaetón,BYAK,2024-04-22,25
752,Danny Ocean,LATIN MUSIC 2024,Swing,2024-09-12,50
753,KAROL G,Top Latin Hits 2023,TQG,2023-12-16,20
754,MOÜGLI,Árboles,Árboles,2024-03-08,1
755,Kali Uchis,Mix: Las Más Sonadas del 2023,fue mejor,2023-10-13,30
756,RATAS,Todo Pierde Su Color,Todo Pierde Su Color,2023-11-30,2
757,Kali Uchis,Despidiendo la Primavera Con Música Latina,Muñekita,2024-06-13,34
758,Jarina De Marco,Caribbean All-Inclusive Luxury,Pool Bar,2023-09-05,9
759,Danny Ocean,LATIN MUSIC 2024,Me rehúso,2024-09-12,50
760,Cheo,Macumba,Macumba,2023-04-21,1
761,Rubytates,Salida,Salida,2023-04-21,1
762,Gio Chamba,¡CHICHA TU MADRE!,¡CHICHA TU MADRE!,2023-10-13,1
763,KAROL G,Hits de ahora,MERCURIO,2023-10-13,25
764,Giorgio Siladi,HACK,HACK,2024-03-01,1
765,El Otro Polo,33,33,2024-04-05,1
766,Cardi B,Club Brat,I Like It,2024-07-16,55
767,Young Miko,Top Latin Hits 2023,wiggy,2023-12-16,20
768,Bad Gyal,Mix: Lo Mejor de la Música Latina 2023,Chulo pt.2,2023-10-20,30
769,Regal86,La Onda,Skit,2023-02-05,12
770,Gino Amato,Latin Crossroads,Aranjuez,2024-08-23,11
771,Verdugos,BUITRE,BUITRE,2024-02-09,1
772,Omaraga the G,Mi Tierra Latina,Bejuma,2024-09-22,60
773,J Balvin,Éxitos Perú 2023,LA CANCIÓN,2023-12-16,30
774,ALYSS,Moon,Moon,2024-03-01,1
775,J Balvin,Fiestas 2023,COMO UN BEBÉ,2023-11-24,25
776,KAROL G,Top Reggaeton Y Perreo,MERCURIO,2024-07-19,33
777,KAROL G,Hits 2023: Reggaetón,TQG,2023-11-10,25
778,Feid,Today's Top Latin Hits,EXCXSXS,2023-10-10,25
779,Feid,New Global Pop Hits 2023 | Hot Hits International,Niña Bonita,2023-05-30,23
780,Espuelérico,Una Playa En Aguadilla,Una Playa En Aguadilla,2023-08-25,1
781,Danny Ocean,Pop Latino 2024,Si no no,2024-07-12,50
782,Lao Ra,El Chico,El Chico,2024-01-25,1
783,La Mejor Música Electrónica,Latino Moderno 2024,Pixelated Dreams,2024-09-19,9
784,Tita,Mundo Cruel (feat. Katzù Oso) [Radio Edit],Mundo Cruel (feat. Katzù Oso) - Radio Edit,2024-03-01,1
785,J Balvin,Top Latin Hits 2023,Dientes,2023-12-16,20
786,Nancy Sanchez,You Are,You Are,2024-07-15,1
787,Omaraga the G,Mi Tierra Latina,Ba,2024-09-22,60
788,Mitú,DANZAAA,YUCA,2024-03-20,11
789,Mitú,DANZAAA,NICHO,2024-03-20,11
790,Nancy Sanchez,Mexican American Novio,Mexican American Novio,2024-06-14,1
